description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Reliquary ( 30pts) + Superior Heavy Gloves = Unique Heavy Gloves	1				100	15	368	30		2	Urq	"vgl,hiq"						useitem				relipts			-30	-30																					"vgl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Chain Gloves = Unique Chain Gloves	1				100	15	368	30		2	Urq	"mgl,hiq"						useitem				relipts			-30	-30																					"mgl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Light Gauntlets = Unique Light Gauntlets	1				100	15	368	30		2	Urq	"tgl,hiq"						useitem				relipts			-30	-30																					"tgl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Gauntlets = Unique Gauntlets	1				100	15	368	30		2	Urq	"hgl,hiq"						useitem				relipts			-30	-30																					"hgl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Boots = Unique Boots	1				100	15	368	30		2	Urq	"lbt,hiq"						useitem				relipts			-30	-30																					"lbt,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Heavy Boots = Unique Heavy Boots	1				100	15	368	30		2	Urq	"vbt,hiq"						useitem				relipts			-30	-30																					"vbt,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Chain Boots = Unique Chain Boots	1				100	15	368	30		2	Urq	"mbt,hiq"						useitem				relipts			-30	-30																					"mbt,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Light Plated Boots = Unique Light Plated Boots	1				100	15	368	30		2	Urq	"tbt,hiq"						useitem				relipts			-30	-30																					"tbt,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Greaves = Unique Greaves	1				100	15	368	30		2	Urq	"hbt,hiq"						useitem				relipts			-30	-30																					"hbt,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Sash = Unique Sash	1				100	15	368	30		2	Urq	"lbl,hiq"						useitem				relipts			-30	-30																					"lbl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Light Belt = Unique Light Belt	1				100	15	368	30		2	Urq	"vbl,hiq"						useitem				relipts			-30	-30																					"vbl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Belt = Unique Belt	1				100	15	368	30		2	Urq	"mbl,hiq"						useitem				relipts			-30	-30																					"mbl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Heavy Belt = Unique Heavy Belt	1				100	15	368	30		2	Urq	"tbl,hiq"						useitem				relipts			-30	-30																					"tbl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Plated Belt = Unique Plated Belt	1				100	15	368	30		2	Urq	"hbl,hiq"						useitem				relipts			-30	-30																					"hbl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Bone Helm = Unique Bone Helm	1				100	15	368	30		2	Urq	"bhm,hiq"						useitem				relipts			-30	-30																					"bhm,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Bone Shield = Unique Bone Shield	1				100	15	368	30		2	Urq	"bsh,hiq"						useitem				relipts			-30	-30																					"bsh,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Spiked Shield = Unique Spiked Shield	1				100	15	368	30		2	Urq	"spk,hiq"						useitem				relipts			-30	-30																					"spk,uni"																																																										0
Unique Reliquary ( 30pts) + Superior War Hat = Unique War Hat	1				100	15	368	30		2	Urq	"xap,hiq"						useitem				relipts			-30	-30																					"xap,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sallet = Unique Sallet	1				100	15	368	60		2	Urq	"xkp,hiq"						useitem				relipts			-30	-30																					"xkp,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Casque = Unique Casque	1				100	15	368	60		2	Urq	"xlm,hiq"						useitem				relipts			-60	-60																					"xlm,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Basinet = Unique Basinet	1				100	15	368	60		2	Urq	"xhl,hiq"						useitem				relipts			-60	-60																					"xhl,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Winged Helm = Unique Winged Helm	1				100	15	368	60		2	Urq	"xhm,hiq"						useitem				relipts			-60	-60																					"xhm,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Grand Crown = Unique Grand Crown	1				100	15	368	60		2	Urq	"xrn,hiq"						useitem				relipts			-60	-60																					"xrn,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Death Mask = Unique Death Mask	1				100	15	368	60		2	Urq	"xsk,hiq"						useitem				relipts			-60	-60																					"xsk,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ghost Armor = Unique Ghost Armor	1				100	15	368	60		2	Urq	"xui,hiq"						useitem				relipts			-60	-60																					"xui,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Serpentskin Armor = Unique Serpentskin Armor	1				100	15	368	60		2	Urq	"xea,hiq"						useitem				relipts			-60	-60																					"xea,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Demonhide Armor = Unique Demonhide Armor	1				100	15	368	60		2	Urq	"xla,hiq"						useitem				relipts			-60	-60																					"xla,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Trellised Armor = Unique Trellised Armor	1				100	15	368	60		2	Urq	"xtu,hiq"						useitem				relipts			-60	-60																					"xtu,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Linked Mail = Unique Linked Mail	1				100	15	368	60		2	Urq	"xng,hiq"						useitem				relipts			-60	-60																					"xng,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Tigulated Mail = Unique Tigulated Mail	1				100	15	368	60		2	Urq	"xcl,hiq"						useitem				relipts			-60	-60																					"xcl,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Mesh Armor = Unique Mesh Armor	1				100	15	368	60		2	Urq	"xhn,hiq"						useitem				relipts			-60	-60																					"xhn,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cuirass = Unique Cuirass	1				100	15	368	60		2	Urq	"xrs,hiq"						useitem				relipts			-60	-60																					"xrs,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Russet Armor = Unique Russet Armor	1				100	15	368	60		2	Urq	"xpl,hiq"						useitem				relipts			-60	-60																					"xpl,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Templar Coat = Unique Templar Coat	1				100	15	368	60		2	Urq	"xlt,hiq"						useitem				relipts			-60	-60																					"xlt,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sharktooth Armor = Unique Sharktooth Armor	1				100	15	368	60		2	Urq	"xld,hiq"						useitem				relipts			-60	-60																					"xld,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Embossed Plate = Unique Embossed Plate	1				100	15	368	60		2	Urq	"xth,hiq"						useitem				relipts			-60	-60																					"xth,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Chaos Armor = Unique Chaos Armor	1				100	15	368	60		2	Urq	"xul,hiq"						useitem				relipts			-60	-60																					"xul,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ornate Armor = Unique Ornate Armor	1				100	15	368	60		2	Urq	"xar,hiq"						useitem				relipts			-60	-60																					"xar,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Mage Plate = Unique Mage Plate	1				100	15	368	60		2	Urq	"xtp,hiq"						useitem				relipts			-60	-60																					"xtp,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Defender = Unique Defender	1				100	15	368	60		2	Urq	"xuc,hiq"						useitem				relipts			-60	-60																					"xuc,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Round Shield = Unique Round Shield	1				100	15	368	60		2	Urq	"xml,hiq"						useitem				relipts			-60	-60																					"xml,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Scutum = Unique Scutum	1				100	15	368	60		2	Urq	"xrg,hiq"						useitem				relipts			-60	-60																					"xrg,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Dragon Shield = Unique Dragon Shield	1				100	15	368	60		2	Urq	"xit,hiq"						useitem				relipts			-60	-60																					"xit,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Pavise = Unique Pavise	1				100	15	368	60		2	Urq	"xow,hiq"						useitem				relipts			-60	-60																					"xow,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ancient Shield = Unique Ancient Shield	1				100	15	368	60		2	Urq	"xts,hiq"						useitem				relipts			-60	-60																					"xts,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Demonhide Gloves = Unique Demonhide Gloves	1				100	15	368	60		2	Urq	"xlg,hiq"						useitem				relipts			-60	-60																					"xlg,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sharkskin Gloves = Unique Sharkskin Gloves	1				100	15	368	60		2	Urq	"xvg,hiq"						useitem				relipts			-60	-60																					"xvg,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Heavy Bracers = Unique Heavy Bracers	1				100	15	368	60		2	Urq	"xmg,hiq"						useitem				relipts			-60	-60																					"xmg,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Battle Gauntlets = Unique Battle Gauntlets	1				100	15	368	60		2	Urq	"xtg,hiq"						useitem				relipts			-60	-60																					"xtg,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Gauntlets = Unique War Gauntlets	1				100	15	368	60		2	Urq	"xhg,hiq"						useitem				relipts			-60	-60																					"xhg,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Demonhide Boots = Unique Demonhide Boots	1				100	15	368	60		2	Urq	"xlb,hiq"						useitem				relipts			-60	-60																					"xlb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sharkskin Boots = Unique Sharkskin Boots	1				100	15	368	60		2	Urq	"xvb,hiq"						useitem				relipts			-60	-60																					"xvb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Mesh Boots = Unique Mesh Boots	1				100	15	368	60		2	Urq	"xmb,hiq"						useitem				relipts			-60	-60																					"xmb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Battle Boots = Unique Battle Boots	1				100	15	368	60		2	Urq	"xtb,hiq"						useitem				relipts			-60	-60																					"xtb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Boots = Unique War Boots	1				100	15	368	60		2	Urq	"xhb,hiq"						useitem				relipts			-60	-60																					"xhb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Demonhide Sash = Unique Demonhide Sash	1				100	15	368	60		2	Urq	"zlb,hiq"						useitem				relipts			-60	-60																					"zlb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sharkskin Belt = Unique Sharkskin Belt	1				100	15	368	60		2	Urq	"zvb,hiq"						useitem				relipts			-60	-60																					"zvb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Mesh Belt = Unique Mesh Belt	1				100	15	368	60		2	Urq	"zmb,hiq"						useitem				relipts			-60	-60																					"zmb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Battle Belt = Unique Battle Belt	1				100	15	368	60		2	Urq	"ztb,hiq"						useitem				relipts			-60	-60																					"ztb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior War Belt = Unique War Belt	1				100	15	368	60		2	Urq	"zhb,hiq"						useitem				relipts			-60	-60																					"zhb,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Grim Helm = Unique Grim Helm	1				100	15	368	60		2	Urq	"xh9,hiq"						useitem				relipts			-60	-60																					"xh9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Grim Shield = Unique Grim Shield	1				100	15	368	60		2	Urq	"xsh,hiq"						useitem				relipts			-60	-60																					"xsh,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Barbed Shield = Unique Barbed Shield	1				100	15	368	60		2	Urq	"xpk,hiq"						useitem				relipts			-60	-60																					"xpk,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Wolf Head = Unique Wolf Head	1				100	15	368	30		2	Urq	"dr1,hiq"						useitem				relipts			-60	-60																					"dr1,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Hawk Helm = Unique Hawk Helm	1				100	15	368	30		2	Urq	"dr2,hiq"						useitem				relipts			-30	-30																					"dr2,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Antlers = Unique Antlers	1				100	15	368	30		2	Urq	"dr3,hiq"						useitem				relipts			-30	-30																					"dr3,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Falcon Mask = Unique Falcon Mask	1				100	15	368	30		2	Urq	"dr4,hiq"						useitem				relipts			-30	-30																					"dr4,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Spirit Mask = Unique Spirit Mask	1				100	15	368	30		2	Urq	"dr5,hiq"						useitem				relipts			-30	-30																					"dr5,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Jawbone Cap = Unique Jawbone Cap	1				100	15	368	30		2	Urq	"ba1,hiq"						useitem				relipts			-30	-30																					"ba1,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Fanged Helm = Unique Fanged Helm	1				100	15	368	30		2	Urq	"ba2,hiq"						useitem				relipts			-30	-30																					"ba2,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Horned Helm = Unique Horned Helm	1				100	15	368	30		2	Urq	"ba3,hiq"						useitem				relipts			-30	-30																					"ba3,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Assault Helmet = Unique Assault Helmet	1				100	15	368	30		2	Urq	"ba4,hiq"						useitem				relipts			-30	-30																					"ba4,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Avenger Guard = Unique Avenger Guard	1				100	15	368	30		2	Urq	"ba5,hiq"						useitem				relipts			-30	-30																					"ba5,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Targe = Unique Targe	1				100	15	368	30		2	Urq	"pa1,hiq"						useitem				relipts			-30	-30																					"pa1,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Rondache = Unique Rondache	1				100	15	368	30		2	Urq	"pa2,hiq"						useitem				relipts			-30	-30																					"pa2,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Heraldic Shield = Unique Heraldic Shield	1				100	15	368	30		2	Urq	"pa3,hiq"						useitem				relipts			-30	-30																					"pa3,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Aerin Shield = Unique Aerin Shield	1				100	15	368	30		2	Urq	"pa4,hiq"						useitem				relipts			-30	-30																					"pa4,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Crown Shield = Unique Crown Shield	1				100	15	368	30		2	Urq	"pa5,hiq"						useitem				relipts			-30	-30																					"pa5,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Preserved Head = Unique Preserved Head	1				100	15	368	30		2	Urq	"ne1,hiq"						useitem				relipts			-30	-30																					"ne1,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Zombie Head = Unique Zombie Head	1				100	15	368	30		2	Urq	"ne2,hiq"						useitem				relipts			-30	-30																					"ne2,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Unraveller Head = Unique Unraveller Head	1				100	15	368	30		2	Urq	"ne3,hiq"						useitem				relipts			-30	-30																					"ne3,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Gargoyle Head = Unique Gargoyle Head	1				100	15	368	30		2	Urq	"ne4,hiq"						useitem				relipts			-30	-30																					"ne4,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Demon Head = Unique Demon Head	1				100	15	368	30		2	Urq	"ne5,hiq"						useitem				relipts			-30	-30																					"ne5,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Circlet = Unique Circlet	1				100	15	368	30		2	Urq	"ci0,hiq"						useitem				relipts			-30	-30																					"ci0,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Coronet = Unique Coronet	1				100	15	368	60		2	Urq	"ci1,hiq"						useitem				relipts			-30	-30																					"ci1,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Tiara = Unique Tiara	1				100	15	368	90		2	Urq	"ci2,hiq"						useitem				relipts			-60	-60																					"ci2,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Diadem = Unique Diadem	1				100	15	368	90		2	Urq	"ci3,hiq"						useitem				relipts			-90	-90																					"ci3,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Shako = Unique Shako	1				100	15	368	90		2	Urq	"uap,hiq"						useitem				relipts			-90	-90																					"uap,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hydraskull = Unique Hydraskull	1				100	15	368	90		2	Urq	"ukp,hiq"						useitem				relipts			-90	-90																					"ukp,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Armet = Unique Armet	1				100	15	368	90		2	Urq	"ulm,hiq"						useitem				relipts			-90	-90																					"ulm,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Giant Conch = Unique Giant Conch	1				100	15	368	90		2	Urq	"uhl,hiq"						useitem				relipts			-90	-90																					"uhl,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Spired Helm = Unique Spired Helm	1				100	15	368	90		2	Urq	"uhm,hiq"						useitem				relipts			-90	-90																					"uhm,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Corona = Unique Corona	1				100	15	368	90		2	Urq	"urn,hiq"						useitem				relipts			-90	-90																					"urn,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Demonhead = Unique Demonhead	1				100	15	368	90		2	Urq	"usk,hiq"						useitem				relipts			-90	-90																					"usk,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Dusk Shroud = Unique Dusk Shroud	1				100	15	368	90		2	Urq	"uui,hiq"						useitem				relipts			-90	-90																					"uui,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Wyrmhide = Unique Wyrmhide	1				100	15	368	90		2	Urq	"uea,hiq"						useitem				relipts			-90	-90																					"uea,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Scarab Husk = Unique Scarab Husk	1				100	15	368	90		2	Urq	"ula,hiq"						useitem				relipts			-90	-90																					"ula,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Wire Fleece = Unique Wire Fleece	1				100	15	368	90		2	Urq	"utu,hiq"						useitem				relipts			-90	-90																					"utu,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Diamond Mail = Unique Diamond Mail	1				100	15	368	90		2	Urq	"ung,hiq"						useitem				relipts			-90	-90																					"ung,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Loricated Mail = Unique Loricated Mail	1				100	15	368	90		2	Urq	"ucl,hiq"						useitem				relipts			-90	-90																					"ucl,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Boneweave = Unique Boneweave	1				100	15	368	90		2	Urq	"uhn,hiq"						useitem				relipts			-90	-90																					"uhn,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Great Hauberk = Unique Great Hauberk	1				100	15	368	90		2	Urq	"urs,hiq"						useitem				relipts			-90	-90																					"urs,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Balrog Skin = Unique Balrog Skin	1				100	15	368	90		2	Urq	"upl,hiq"						useitem				relipts			-90	-90																					"upl,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hellforge Plate = Unique Hellforge Plate	1				100	15	368	90		2	Urq	"ult,hiq"						useitem				relipts			-90	-90																					"ult,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Kraken Shell = Unique Kraken Shell	1				100	15	368	90		2	Urq	"uld,hiq"						useitem				relipts			-90	-90																					"uld,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Lacquered Plate = Unique Lacquered Plate	1				100	15	368	90		2	Urq	"uth,hiq"						useitem				relipts			-90	-90																					"uth,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Shadow Plate = Unique Shadow Plate	1				100	15	368	90		2	Urq	"uul,hiq"						useitem				relipts			-90	-90																					"uul,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Sacred Armor = Unique Sacred Armor	1				100	15	368	90		2	Urq	"uar,hiq"						useitem				relipts			-90	-90																					"uar,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Archon Plate = Unique Archon Plate	1				100	15	368	90		2	Urq	"utp,hiq"						useitem				relipts			-90	-90																					"utp,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Heater = Unique Heater	1				100	15	368	90		2	Urq	"uuc,hiq"						useitem				relipts			-90	-90																					"uuc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Luna = Unique Luna	1				100	15	368	90		2	Urq	"uml,hiq"						useitem				relipts			-90	-90																					"uml,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hyperion = Unique Hyperion	1				100	15	368	90		2	Urq	"urg,hiq"						useitem				relipts			-90	-90																					"urg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Monarch = Unique Monarch	1				100	15	368	90		2	Urq	"uit,hiq"						useitem				relipts			-90	-90																					"uit,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Aegis = Unique Aegis	1				100	15	368	90		2	Urq	"uow,hiq"						useitem				relipts			-90	-90																					"uow,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ward = Unique Ward	1				100	15	368	90		2	Urq	"uts,hiq"						useitem				relipts			-90	-90																					"uts,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Bramble Mitts = Unique Bramble Mitts	1				100	15	368	90		2	Urq	"ulg,hiq"						useitem				relipts			-90	-90																					"ulg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Vampirebone Gloves = Unique Vampirebone Gloves	1				100	15	368	90		2	Urq	"uvg,hiq"						useitem				relipts			-90	-90																					"uvg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Vambraces = Unique Vambraces	1				100	15	368	90		2	Urq	"umg,hiq"						useitem				relipts			-90	-90																					"umg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Crusader Gauntlets = Unique Crusader Gauntlets	1				100	15	368	90		2	Urq	"utg,hiq"						useitem				relipts			-90	-90																					"utg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ogre Gauntlets = Unique Ogre Gauntlets	1				100	15	368	90		2	Urq	"uhg,hiq"						useitem				relipts			-90	-90																					"uhg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Wyrmhide Boots = Unique Wyrmhide Boots	1				100	15	368	90		2	Urq	"ulb,hiq"						useitem				relipts			-90	-90																					"ulb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Scarabshell Boots = Unique Scarabshell Boots	1				100	15	368	90		2	Urq	"uvb,hiq"						useitem				relipts			-90	-90																					"uvb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Boneweave Boots = Unique Boneweave Boots	1				100	15	368	90		2	Urq	"umb,hiq"						useitem				relipts			-90	-90																					"umb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Mirrored Boots = Unique Mirrored Boots	1				100	15	368	90		2	Urq	"utb,hiq"						useitem				relipts			-90	-90																					"utb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Myrmidon Greaves = Unique Myrmidon Greaves	1				100	15	368	90		2	Urq	"uhb,hiq"						useitem				relipts			-90	-90																					"uhb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Spiderweb Sash = Unique Spiderweb Sash	1				100	15	368	90		2	Urq	"ulc,hiq"						useitem				relipts			-90	-90																					"ulc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Vampirefang Belt = Unique Vampirefang Belt	1				100	15	368	90		2	Urq	"uvc,hiq"						useitem				relipts			-90	-90																					"uvc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Mithril Coil = Unique Mithril Coil	1				100	15	368	90		2	Urq	"umc,hiq"						useitem				relipts			-90	-90																					"umc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Troll Belt = Unique Troll Belt	1				100	15	368	90		2	Urq	"utc,hiq"						useitem				relipts			-90	-90																					"utc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Colossus Girdle = Unique Colossus Girdle	1				100	15	368	90		2	Urq	"uhc,hiq"						useitem				relipts			-90	-90																					"uhc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Bone Visage = Unique Bone Visage	1				100	15	368	90		2	Urq	"uh9,hiq"						useitem				relipts			-90	-90																					"uh9,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Troll Nest = Unique Troll Nest	1				100	15	368	90		2	Urq	"ush,hiq"						useitem				relipts			-90	-90																					"ush,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Blade Barrier = Unique Blade Barrier	1				100	15	368	90		2	Urq	"upk,hiq"						useitem				relipts			-90	-90																					"upk,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Alpha Helm = Unique Alpha Helm	1				100	15	368	60		2	Urq	"dr6,hiq"						useitem				relipts			-90	-90																					"dr6,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Griffon Headress = Unique Griffon Headress	1				100	15	368	60		2	Urq	"dr7,hiq"						useitem				relipts			-60	-60																					"dr7,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Hunter's Guise = Unique Hunter's Guise	1				100	15	368	60		2	Urq	"dr8,hiq"						useitem				relipts			-60	-60																					"dr8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sacred Feathers = Unique Sacred Feathers	1				100	15	368	60		2	Urq	"dr9,hiq"						useitem				relipts			-60	-60																					"dr9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Totemic Mask = Unique Totemic Mask	1				100	15	368	60		2	Urq	"dra,hiq"						useitem				relipts			-60	-60																					"dra,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Jawbone Visor = Unique Jawbone Visor	1				100	15	368	60		2	Urq	"ba6,hiq"						useitem				relipts			-60	-60																					"ba6,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Lion Helm = Unique Lion Helm	1				100	15	368	60		2	Urq	"ba7,hiq"						useitem				relipts			-60	-60																					"ba7,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Rage Mask = Unique Rage Mask	1				100	15	368	60		2	Urq	"ba8,hiq"						useitem				relipts			-60	-60																					"ba8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Savage Helmet = Unique Savage Helmet	1				100	15	368	60		2	Urq	"ba9,hiq"						useitem				relipts			-60	-60																					"ba9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Slayer Guard = Unique Slayer Guard	1				100	15	368	60		2	Urq	"baa,hiq"						useitem				relipts			-60	-60																					"baa,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Akaran Targe = Unique Akaran Targe	1				100	15	368	60		2	Urq	"pa6,hiq"						useitem				relipts			-60	-60																					"pa6,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Akaran Rondache = Unique Akaran Rondache	1				100	15	368	60		2	Urq	"pa7,hiq"						useitem				relipts			-60	-60																					"pa7,uni"																																																										0
