name	code	type	type2	alternategfx	namestr	version	compactsave	rarity	spawnable	DropConditionCalc	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Bone Knife	7dg	knif		dgr	7dg	100		2	1		0	xxx			23	49								-20	75	75	38	75	26		58	1	50	12429	752382			dgr	9dg	7dg	1ht	1ht	5	1ht	1	3					flpdgr	invdgr			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Mithral Point	7di	knif		dir	7di	100		2	1		0	xxx			37	53									75	75	55	98	55		70	1	50	17988	1296660			dir	9di	7di	1ht	1ht	5	1ht	1	3					flpdir	invdir			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Fanged Knife	7kr	knif		dir	7kr	100		2	1		0	xxx			15	57								-20	75	75	42	86	36		83	1	50	13729	1183507			kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Legend Spike	7bl	knif		dgr	7bl	100		3	1		0	xxx			31	47								-10	75	75	65	67	47		85	1	50	16076	1411460			bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Flying Knife	7tk	tkni		dgr	7tk	100		2	1		0	xxx			23	54					23	54			75	75	48	141	6		64	1	50	215	48260			tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	60	300	120	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Flying Axe	7ta	taxe		hax	7ta	100		2	1		0	xxx			17	65					15	66		10	75	75	88	108	15		56	1	50	230	43380			tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	270	48	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		
Winged Knife	7bk	tkni		dgr	7bk	100		2	1		0	xxx			27	35					23	39		-20	75	75	45	142	20		77	1	50	248	60096			bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	45	300	90	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Winged Axe	7b8	taxe		hax	7b8	100		2	1		0	xxx			11	56					7	60		-10	75	75	96	122	16		80	1	50	251	62580			bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	24	270	36	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Hyperion Javelin	7ja	jave		jav	7ja	100		4	1		0	xxx			21	57					28	55	2	-10	75	75	98	123	10		54	1	50	211	40894			jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	45	150	90	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Stygian Pilum	7pi	jave		pil	7pi	100		4	1		0	xxx			14	64					21	75	2		75	75	118	112	12		62	1	50	220	47140			pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	40	140	75	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Balrog Spear	7s7	jave		jav	7s7	100		4	1		0	xxx			33	63					40	62	2	10	75	75	127	95	14		71	1	50	232	54472			ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	30	120	60	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ghost Glaive	7gl	jave		glv	7gl	100		4	1		0	xxx			19	60					30	85	2	20	75	75	89	137	16		79	1	50	241	61039			glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	12	120	30	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Winged Harpoon	7ts	jave		pil	7ts	100		4	1		0	xxx			27	35					11	77	2	-10	75	75	76	145	18		85	1	50	199	61915			tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	48	120	120	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Hyperion Spear	7sr	spea		spr	7sr	100		4	1		0	xxx						1	35	119			3	-10	100		155	120	30		58	1	50	15900	953700			spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Stygian Pike	7tr	spea		tri	7tr	100		4	1		0	xxx						1	29	144			3		100		168	97	35		66	1	50	17347	1180402			tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Mancatcher	7br	spea		brn	7br	100		4	1		0	xxx						1	42	92			4	-20	100		132	134	28		74	1	50	14658	1124192			brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ghost Spear	7st	spea		tri	7st	100		4	1		0	xxx						1	18	155			4		100		122	163	28		83	1	50	17248	1475584			spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
War Pike	7p7	spea		pik	7p7	100		4	1		0	xxx						1	33	178			4	20	100		165	106	25		85	1	50	16070	1410950			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ogre Axe	7o7	pole		hal	7o7	100		4	1		0	xxx						1	28	145			2		100		195	75	50		60	1	50	9871	624760			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Colossus Voulge	7vo	pole		hal	7vo	100		4	1		0	xxx						1	17	165			2	10	100		210	55	50		64	1	50	12822	855108			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Thresher	7s8	pole		scy	7s8	100		4	1		0	xxx						1	12	141			1	-10	100		152	118	65		71	1	50	11086	825106			scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Cryptic Axe	7pa	pole		hal	7pa	100		4	1		0	xxx						1	33	150			3	10	100		165	103	65		79	1	50	16509	1346211			pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Great Poleaxe	7h7	pole		pax	7h7	100		4	1		0	xxx						1	46	127			4		100		179	99	55		84	1	50	21554	1855036			hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Giant Thresher	7wc	pole		scy	7wc	100		3	1		0	xxx						1	40	114			4	-10	100		188	140	55		85	1	50	17692	1548820			wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Walking Stick	6ss	staf		bst	6ss	100		2	1		0	xxx						1	69	85			1	-10	100		25		20		58	1	50	8154	504432	1		sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		
Stalagmite	6ls	staf		sst	6ls	100		2	1		0	xxx						1	75	107			1	10	100		63	35	30		66	1	50	5367	389722	1		lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Elder Staff	6cs	staf		cst	6cs	100		2	1		0	xxx						1	80	93			1		100		44	37	35		74	1	50	9048	709052	1		cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Shillelagh	6bs	staf		sst	6bs	100		2	1		0	xxx						1	65	108			1		100		52	27	40		83	1	50	7986	706838	1		bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Archon Staff	6ws	staf		lst	6ws	100		2	1		0	xxx						1	83	99			1	10	100		34		26		85	1	50	10001	895085	1		wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Spider Bow	6sb	bow		sbw	6sb	100		2	1		0	xxx						1	23	50				5		100	64	143	20	1	55	1	50	21091	1190005			sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Blade Bow	6hb	bow		sbw	6hb	100		2	1		0	xxx						1	21	41				-10		100	76	119	32	1	60	1	50	21350	1313500			hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Shadow Bow	6lb	bow		lbw	6lb	100		2	1		0	xxx						1	15	59						100	52	188	28	1	63	1	50	25610	1647430			lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Great Bow	6cb	bow		lbw	6cb	100		2	1		0	xxx						1	12	52				-10		100	121	107	36	1	68	1	50	17743	1243024			cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Diamond Bow	6s7	bow		sbb	6s7	100		2	1		0	xxx						1	33	40						100	89	132	40	1	72	1	50	24605	1810060			sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Crusader Bow	6l7	bow		lbb	6l7	100		2	1		0	xxx						1	15	63				10		100	97	121	44	1	77	1	50	18105	1435085			lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ward Bow	6sw	bow		sbb	6sw	100		2	1		0	xxx						1	20	53						100	72	146	48	1	80	1	50	15042	1245860			swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Hydra Bow	6lw	bow		lbb	6lw	100		2	1		0	xxx						1	10	68				10		100	134	167	55	1	85	1	50	19375	1691875			lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Pellet Bow	6lx	xbow		lxb	6lx	100		2	1		0	xxx						1	28	73				-10		100	83	155	30	1	57	1	50	19512	1143184			lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Gorgon Crossbow	6mx	xbow		lxb	6mx	100		2	1		0	xxx						1	25	87						100	117	105	40	1	67	1	50	22305	1530435			mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Colossus Crossbow	6hx	xbow		hxb	6hx	100		2	1		0	xxx						1	32	91				10		100	163	77	50	1	75	1	50	26065	1994875			hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Demon Crossbow	6rx	xbow		hxb	6rx	100		2	1		0	xxx						1	26	40				-60		100	141	98	40	1	84	1	50	25851	2215984			rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Eagle Orb	ob1	orb		ob1	ob1	100		2	1		0	xxx			2	5								-10	100				20		1	1	0	168	3168	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	3					flpob1	invob1			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		
Sacred Globe	ob2	orb		ob1	ob2	100		3	1		0	xxx			3	8								-10	100				30		8	1	0	463	10204	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	3					flpob1	invob2			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Smoked Sphere	ob3	orb		ob3	ob3	100		3	1		0	xxx			4	10									100				35		12	1	0	766	17692	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	3					flpob3	invob3			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Clasped Orb	ob4	orb		ob4	ob4	100		4	1		0	xxx			5	12									100				40		17	1	0	1223	31791	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	3					flpob4	invob4			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Jared's Stone	ob5	orb		ob4	ob5	100		5	1		0	xxx			8	18								10	100				50		24	1	0	1985	62140	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Stag Bow	am1	abow		am1	am1	100		3	1		0	xxx						1	7	12						100	30	45	48	1	18	1	0	2500	56500		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		
Reflex Bow	am2	abow		am2	am2	100		3	1		0	xxx						1	9	19				10		100	35	60	55	1	27	1	0	3575	112525		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Maiden Spear	am3	aspe		am3	am3	100		3	1		0	xxx						1	18	24			4		80	50	54	40	28		18	1	0	1672	41596		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Maiden Pike	am4	aspe		pik	am4	100		3	1		0	xxx						1	23	55			4	10	80	50	63	52	25		27	1	0	2023	70621		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Maiden Javelin	am5	ajav		pil	am5	100		3	1		0	xxx			8	14					6	22	2	-10	80	50	33	47	6		23	1	0	48	15104		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Glowing Orb	ob6	orb		ob1	ob6	100		2	1		0	xxx			8	21								-10	100				20		32	1	20	804	44228	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	3					flpob1	invob1			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Crystalline Globe	ob7	orb		ob1	ob7	100		3	1		0	xxx			10	26								-10	100				30		37	1	20	1689	83493	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	3					flpob1	invob2			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Cloudy Sphere	ob8	orb		ob3	ob8	100		3	1		0	xxx			11	29									100				35		41	1	20	2598	129518	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	3					flpob3	invob3			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Sparkling Ball	ob9	orb		ob4	ob9	100		4	1		0	xxx			13	32									100				40		46	1	20	3969	208074	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	3					flpob4	invob4			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Swirling Crystal	oba	orb		ob4	oba	100		5	1		0	xxx			18	42								10	100				50		50	1	20	6255	340250	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ashwood Bow	am6	abow		am1	am6	100		3	1		0	xxx						1	16	29						100	56	77	48	1	39	1	20	7800	326200		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ceremonial Bow	am7	abow		am2	am7	100		3	1		0	xxx						1	19	41				10		100	73	110	55	1	47	1	20	11025	544175		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ceremonial Spear	am8	aspe		am3	am8	100		3	1		0	xxx						1	34	51			4		80	50	101	80	28		43	1	20	5316	252588		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ceremonial Pike	am9	aspe		pik	am9	100		3	1		0	xxx						1	42	101			4	20	80	50	115	98	25		51	1	20	6369	352819		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ceremonial Javelin	ama	ajav		pil	ama	100		3	1		0	xxx			18	35					18	54	2	-10	80	50	25	109	6		35	1	20	444	35540		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Heavenly Stone	obb	orb		ob1	obb	100		2	1		0	xxx			21	46								-10	100				20		59	1	50	21051	1274009	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	3					flpob1	invob1			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
